student_id,job_id,is_match,gender,region,background,company_size,years_exp,gpa,num_projects,internships,certifications,salary_min,salary_max,required_exp_min,required_exp_max,required_gpa_min,urgency_level,python_match,javascript_match,sql_match,aws_match,total_score
1,75,0,F,Tier2,Mechanical,Startup,7,7.151561032351317,0,3,2,289363,1279874,3,9,7.233577196300484,Medium,0.0,0.5,0.75,0.25,58.75102031152359
2,22,0,M,Tier1,Civil,SME,5,7.645639074438328,12,0,1,209321,1021128,1,8,5.703867610765217,High,0.0,0.0,0.0,0.5,54.4
2,39,1,M,Tier1,Civil,Large,5,7.645639074438328,12,0,1,270047,1182992,0,7,6.841917802087105,High,0.0,0.75,0.0,0.0,70.65
2,83,0,M,Tier1,Civil,Startup,5,7.645639074438328,12,0,1,237403,911493,3,14,7.285201579455081,High,0.75,0.0,0.0,0.0,68.93703703703704
2,1,1,M,Tier1,Civil,SME,5,7.645639074438328,12,0,1,488683,1129827,3,12,6.741930192554385,Medium,0.75,0.0,0.0,0.0,82.18322440087147
2,21,0,M,Tier1,Civil,Large,5,7.645639074438328,12,0,1,204642,1205018,1,10,6.3543153614020875,High,0.25,0.0,0.0,0.0,65.51111111111112
2,37,0,M,Tier1,Civil,SME,5,7.645639074438328,12,0,1,416169,761080,1,6,6.425519881787946,High,0.75,0.5,0.0,0.75,63.68104575163398
2,75,0,M,Tier1,Civil,Startup,5,7.645639074438328,12,0,1,289363,1279874,3,9,7.233577196300484,Medium,0.0,0.85,0.0,0.25,68.45555555555555
2,90,1,M,Tier1,Civil,SME,5,7.645639074438328,12,0,1,310551,1390124,3,9,5.95115988832219,Medium,0.5,0.85,0.0,0.0,72.12222222222223
2,53,0,M,Tier1,Civil,Large,5,7.645639074438328,12,0,1,566074,842282,2,7,6.659315927352632,Medium,0.25,0.0,0.0,0.0,65.18703703703704
2,56,1,M,Tier1,Civil,Startup,5,7.645639074438328,12,0,1,259739,802929,4,10,6.640475929154096,Medium,0.75,0.85,0.0,0.85,91.65
2,38,1,M,Tier1,Civil,SME,5,7.645639074438328,12,0,1,320355,1474075,2,13,6.5875969896092155,High,0.25,0.85,0.0,0.75,70.26111111111112
2,99,1,M,Tier1,Civil,Large,5,7.645639074438328,12,0,1,366811,1138795,4,6,6.3203275384612745,Low,0.75,0.75,0.0,0.85,89.98333333333335
2,74,0,M,Tier1,Civil,Large,5,7.645639074438328,12,0,1,330436,1020091,2,8,5.9916766753610355,Low,0.0,0.0,0.0,0.0,62.964814814814815
2,97,1,M,Tier1,Civil,SME,5,7.645639074438328,12,0,1,562803,1056021,3,6,7.168555798110911,High,0.75,0.0,0.0,0.85,74.99803921568628
2,86,0,M,Tier1,Civil,SME,5,7.645639074438328,12,0,1,331605,738923,0,13,5.606827526499098,Medium,0.0,0.0,0.0,0.0,57.31666666666667
2,82,1,M,Tier1,Civil,Startup,5,7.645639074438328,12,0,1,301046,1425440,2,7,6.888453632083409,High,0.0,0.0,0.0,0.75,78.15
2,93,0,M,Tier1,Civil,SME,5,7.645639074438328,12,0,1,236855,1373131,3,10,5.947876866619391,Medium,0.0,0.0,0.0,0.0,51.9
2,76,1,M,Tier1,Civil,Large,5,7.645639074438328,12,0,1,520961,1123604,3,11,6.372551311279133,Low,0.75,0.5,0.0,0.0,75.23333333333332
2,16,1,M,Tier1,Civil,Startup,5,7.645639074438328,12,0,1,465199,888152,4,6,5.613802960995243,High,0.0,0.25,0.0,0.5,73.0574074074074
2,12,1,M,Tier1,Civil,Startup,5,7.645639074438328,12,0,1,328513,1077982,4,14,5.576866785602727,High,0.25,0.0,0.0,0.0,72.68703703703704
3,2,0,M,Tier1,ECE,Large,7,8.604976729582344,9,1,1,596523,1240648,2,8,7.138961443401244,Medium,0.0,0.0,0.0,0.75,57.227777777777774
3,86,0,M,Tier1,ECE,SME,7,8.604976729582344,9,1,1,331605,738923,0,13,5.606827526499098,Medium,0.0,0.0,0.0,0.0,33.2
3,95,1,M,Tier1,ECE,Startup,7,8.604976729582344,9,1,1,311597,1353996,3,9,6.008070796895017,High,0.0,0.0,0.0,0.0,83.2
3,39,1,M,Tier1,ECE,Large,7,8.604976729582344,9,1,1,270047,1182992,0,7,6.841917802087105,High,0.0,0.75,0.0,0.0,73.2
3,31,0,M,Tier1,ECE,Large,7,8.604976729582344,9,1,1,487871,1332942,4,10,6.0967610271229375,Low,0.0,0.75,0.0,0.75,65.61666666666667
3,18,0,M,Tier1,ECE,SME,7,8.604976729582344,9,1,1,282579,1041157,0,7,6.354845604738873,Medium,0.5,0.75,0.0,0.0,47.0235294117647
3,67,0,M,Tier1,ECE,Startup,7,8.604976729582344,9,1,1,225530,1181166,0,14,6.147701773114006,High,0.0,0.25,0.0,0.75,49.40915032679739
3,98,0,M,Tier1,ECE,Startup,7,8.604976729582344,9,1,1,496867,974557,0,12,6.117584059601192,Medium,0.0,0.25,0.0,0.75,57.644444444444446
3,35,0,M,Tier1,ECE,Startup,7,8.604976729582344,9,1,1,227476,1115717,4,11,5.562189243886112,Medium,0.25,0.0,0.0,0.0,50.28333333333333
3,51,0,M,Tier1,ECE,Large,7,8.604976729582344,9,1,1,521546,731458,0,8,7.441950659720121,Low,0.75,0.0,0.0,0.75,58.886274509803926
3,38,1,M,Tier1,ECE,SME,7,8.604976729582344,9,1,1,320355,1474075,2,13,6.5875969896092155,High,0.25,0.75,0.0,0.75,70.77352941176471
3,26,0,M,Tier1,ECE,Large,7,8.604976729582344,9,1,1,353043,812584,1,14,6.093422617057369,Medium,0.0,0.5,0.0,0.0,54.91568627450981
3,22,0,M,Tier1,ECE,SME,7,8.604976729582344,9,1,1,209321,1021128,1,8,5.703867610765217,High,0.0,0.0,0.0,0.5,49.03333333333333
3,19,0,M,Tier1,ECE,Startup,7,8.604976729582344,9,1,1,337392,1167044,4,14,7.36365144612324,High,0.5,0.0,0.0,0.0,55.28333333333333
3,12,1,M,Tier1,ECE,Startup,7,8.604976729582344,9,1,1,328513,1077982,4,14,5.576866785602727,High,0.25,0.0,0.0,0.0,54.20490196078431
3,69,0,M,Tier1,ECE,SME,7,8.604976729582344,9,1,1,215305,1227761,4,8,7.263088900811864,Low,0.85,0.75,0.0,0.75,71.86764705882354
3,37,0,M,Tier1,ECE,SME,7,8.604976729582344,9,1,1,416169,761080,1,6,6.425519881787946,High,0.85,0.5,0.0,0.75,63.83333333333334
3,5,0,M,Tier1,ECE,SME,7,8.604976729582344,9,1,1,433670,1358603,3,9,5.516169353060022,Medium,0.0,0.25,0.0,0.25,53.2
3,10,0,M,Tier1,ECE,SME,7,8.604976729582344,9,1,1,353358,993399,0,13,7.495924132191373,Medium,0.0,0.0,0.0,0.0,33.2
3,71,0,M,Tier1,ECE,SME,7,8.604976729582344,9,1,1,453805,934467,2,13,7.018212796598185,Low,0.0,0.75,0.0,0.0,57.227777777777774
4,19,0,M,Tier1,Civil,Startup,7,9.051414726405923,6,0,1,337392,1167044,4,14,7.36365144612324,High,0.25,0.0,0.25,0.0,57.22450980392158
4,47,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,477873,1476041,3,9,7.4255106948486524,Medium,0.0,0.0,0.0,0.0,47.788235294117655
4,70,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,309097,658334,2,10,6.565780656783198,Low,0.25,0.0,0.0,0.0,50.70490196078431
4,83,0,M,Tier1,Civil,Startup,7,9.051414726405923,6,0,1,237403,911493,3,14,7.285201579455081,High,0.25,0.0,0.25,0.0,58.899346405228755
4,1,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,488683,1129827,3,12,6.741930192554385,Medium,0.25,0.0,0.0,0.0,56.67712418300654
4,56,0,M,Tier1,Civil,Startup,7,9.051414726405923,6,0,1,259739,802929,4,10,6.640475929154096,Medium,0.25,0.0,0.0,0.0,45.394444444444446
4,12,0,M,Tier1,Civil,Startup,7,9.051414726405923,6,0,1,328513,1077982,4,14,5.576866785602727,High,0.25,0.0,0.25,0.0,62.649346405228755
4,63,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,335064,1090847,2,12,6.176287076448393,High,0.0,0.0,0.25,0.0,53.45
4,18,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,282579,1041157,0,7,6.354845604738873,Medium,0.25,0.0,0.25,0.0,43.08235294117647
4,82,0,M,Tier1,Civil,Startup,7,9.051414726405923,6,0,1,301046,1425440,2,7,6.888453632083409,High,0.0,0.0,0.0,0.0,33.45
4,30,0,M,Tier1,Civil,Startup,7,9.051414726405923,6,0,1,317159,656690,4,14,6.287769269883234,Low,0.0,0.0,0.25,0.0,60.42712418300654
4,88,0,M,Tier1,Civil,Large,7,9.051414726405923,6,0,1,352018,656614,1,14,5.594797155862328,High,0.0,0.0,0.0,0.0,43.03333333333333
4,97,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,562803,1056021,3,6,7.168555798110911,High,0.25,0.0,0.25,0.0,54.45490196078431
4,98,0,M,Tier1,Civil,Startup,7,9.051414726405923,6,0,1,496867,974557,0,12,6.117584059601192,Medium,0.0,0.0,0.0,0.0,33.86666666666666
4,79,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,481053,1341187,4,12,7.031096708198632,High,0.25,0.0,0.0,0.0,64.28333333333333
4,78,0,M,Tier1,Civil,Large,7,9.051414726405923,6,0,1,246666,859201,2,14,5.9892253401390505,High,0.0,0.0,0.25,0.0,60.11666666666666
4,15,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,474462,1382328,1,10,6.087780166398634,Medium,0.0,0.0,0.0,0.0,46.366666666666674
4,45,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,228106,1067786,1,6,5.9563554342583425,High,0.25,0.0,0.25,0.0,38.719607843137254
4,54,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,368354,1434233,3,14,5.502174039609865,Medium,0.25,0.0,0.0,0.0,50.53333333333333
4,38,0,M,Tier1,Civil,SME,7,9.051414726405923,6,0,1,320355,1474075,2,13,6.5875969896092155,High,0.25,0.0,0.0,0.0,53.45
5,49,1,M,Tier1,Civil,SME,3,7.517793668847361,11,1,1,270320,863254,3,8,6.19300177473149,Low,0.0,0.0,0.0,0.25,75.2734778121775
5,99,1,M,Tier1,Civil,Large,3,7.517793668847361,11,1,1,366811,1138795,4,6,6.3203275384612745,Low,0.0,0.0,0.0,0.85,74.02089783281734
5,24,0,M,Tier1,Civil,SME,3,7.517793668847361,11,1,1,419365,781731,0,6,6.893094128571408,High,0.0,0.0,0.0,0.5,56.95433436532508
5,53,0,M,Tier1,Civil,Large,3,7.517793668847361,11,1,1,566074,842282,2,7,6.659315927352632,Medium,0.0,0.0,0.0,0.0,69.58333333333333
5,4,0,M,Tier1,Civil,Startup,3,7.517793668847361,11,1,1,370505,752383,1,7,7.475950641954741,High,0.0,0.0,0.0,0.75,66.27708978328172
5,91,0,M,Tier1,Civil,SME,3,7.517793668847361,11,1,1,517859,726745,2,12,7.30931212481766,High,0.0,0.0,0.0,0.25,67.60190918472652
5,25,0,M,Tier1,Civil,SME,3,7.517793668847361,11,1,1,302770,1433272,4,14,6.042300722354439,Low,0.0,0.0,0.0,0.5,63.26754385964912
5,85,0,M,Tier1,Civil,SME,3,7.517793668847361,11,1,1,597046,1036370,1,11,5.944582107659109,High,0.0,0.0,0.0,0.25,61.6640866873065
5,17,0,M,Tier1,Civil,Startup,3,7.517793668847361,11,1,1,321164,1332228,4,12,5.604984367906059,Low,0.0,0.0,0.0,0.0,56.25
5,42,0,M,Tier1,Civil,Large,3,7.517793668847361,11,1,1,215668,979518,3,13,6.676615538761181,Medium,0.0,0.0,0.0,0.25,66.81114551083591
5,21,0,M,Tier1,Civil,Large,3,7.517793668847361,11,1,1,204642,1205018,1,10,6.3543153614020875,High,0.0,0.0,0.0,0.0,61.32352941176471
5,94,1,M,Tier1,Civil,Large,3,7.517793668847361,11,1,1,241721,1406805,0,8,7.206290633117183,High,0.0,0.0,0.0,0.85,60.63854489164087
5,28,0,M,Tier1,Civil,Large,3,7.517793668847361,11,1,1,571906,1449735,0,14,5.520727444694354,Medium,0.0,0.0,0.0,0.0,48.75
5,87,0,M,Tier1,Civil,SME,3,7.517793668847361,11,1,1,443626,732672,2,14,6.730253165100623,Medium,0.0,0.0,0.0,0.5,66.77631578947368
5,59,1,M,Tier1,Civil,Startup,3,7.517793668847361,11,1,1,377375,623798,3,9,6.29966491870041,High,0.0,0.0,0.0,0.0,62.35294117647059
5,92,0,M,Tier1,Civil,SME,3,7.517793668847361,11,1,1,359327,789099,4,5,6.450185336974724,High,0.0,0.0,0.0,0.5,67.51934984520125
5,78,0,M,Tier1,Civil,Large,3,7.517793668847361,11,1,1,246666,859201,2,14,5.9892253401390505,High,0.0,0.0,0.0,0.0,56.25
5,89,0,M,Tier1,Civil,SME,3,7.517793668847361,11,1,1,485648,803474,0,8,6.725444103883514,Medium,0.0,0.0,0.0,0.85,66.64473684210526
5,54,0,M,Tier1,Civil,SME,3,7.517793668847361,11,1,1,368354,1434233,3,14,5.502174039609865,Medium,0.0,0.0,0.0,0.25,63.50877192982456
5,8,0,M,Tier1,Civil,Large,3,7.517793668847361,11,1,1,494827,948125,1,9,5.739786774289747,Low,0.0,0.0,0.0,0.75,60.39473684210526
6,82,0,M,Tier2,IT,Startup,7,6.152815801975764,9,1,2,301046,1425440,2,7,6.888453632083409,High,0.0,0.0,0.0,0.0,36.50744867956942
6,11,0,M,Tier2,IT,SME,7,6.152815801975764,9,1,2,203599,1395907,3,5,5.861192415809447,Low,0.0,0.5,0.0,0.0,53.2
6,78,0,M,Tier2,IT,Large,7,6.152815801975764,9,1,2,246666,859201,2,14,5.9892253401390505,High,0.0,0.75,0.0,0.0,54.91840958605664
6,20,0,M,Tier2,IT,SME,7,6.152815801975764,9,1,2,304817,1325618,1,10,6.071840883279264,Low,0.0,0.25,0.0,0.0,42.36666666666666
6,65,0,M,Tier2,IT,Large,7,6.152815801975764,9,1,2,330514,1345225,0,11,6.687594918830851,Low,0.25,0.25,0.0,0.0,45.71774627767769
6,92,0,M,Tier2,IT,SME,7,6.152815801975764,9,1,2,359327,789099,4,5,6.450185336974724,High,0.5,0.75,0.0,0.0,64.81934538941593
6,69,0,M,Tier2,IT,SME,7,6.152815801975764,9,1,2,215305,1227761,4,8,7.263088900811864,Low,0.85,0.75,0.0,0.0,60.81217557851181
6,76,0,M,Tier2,IT,Large,7,6.152815801975764,9,1,2,520961,1123604,3,11,6.372551311279133,Low,0.75,0.5,0.0,0.0,65.93216907389764
6,33,0,M,Tier2,IT,Large,7,6.152815801975764,9,1,2,309062,1016850,1,5,7.169337043579411,Low,0.0,0.0,0.0,0.0,31.633915033585414
6,16,0,M,Tier2,IT,Startup,7,6.152815801975764,9,1,2,465199,888152,4,6,5.613802960995243,High,0.0,0.25,0.0,0.0,58.80185185185185
6,63,0,M,Tier2,IT,SME,7,6.152815801975764,9,1,2,335064,1090847,2,12,6.176287076448393,High,0.0,0.0,0.0,0.0,48.24500379099838
6,93,0,M,Tier2,IT,SME,7,6.152815801975764,9,1,2,236855,1373131,3,10,5.947876866619391,Medium,0.0,0.0,0.0,0.0,43.2
6,40,0,M,Tier2,IT,Startup,7,6.152815801975764,9,1,2,341868,1366441,4,10,5.538636807068681,Low,0.0,0.75,0.0,0.0,66.95
6,4,0,M,Tier2,IT,Startup,7,6.152815801975764,9,1,2,370505,752383,1,7,7.475950641954741,High,0.0,0.0,0.0,0.0,46.51857175119521
6,13,0,M,Tier2,IT,Large,7,6.152815801975764,9,1,2,489437,794202,0,10,6.050108895361001,High,0.0,0.0,0.0,0.0,57.644444444444446
6,23,0,M,Tier2,IT,Large,7,6.152815801975764,9,1,2,542112,1206990,3,9,6.487145586537962,Low,0.0,0.0,0.0,0.0,55.196014195084544
6,51,0,M,Tier2,IT,Large,7,6.152815801975764,9,1,2,521546,731458,0,8,7.441950659720121,Low,0.75,0.0,0.0,0.0,50.636053161615166
6,97,0,M,Tier2,IT,SME,7,6.152815801975764,9,1,2,562803,1056021,3,6,7.168555798110911,High,0.85,0.0,0.0,0.0,50.47037334879275
6,83,0,M,Tier2,IT,Startup,7,6.152815801975764,9,1,2,237403,911493,3,14,7.285201579455081,High,0.75,0.0,0.0,0.0,52.37416059378644
6,29,0,M,Tier2,IT,Startup,7,6.152815801975764,9,1,2,314183,1432494,3,11,6.772941417100194,High,0.0,0.0,0.0,0.0,40.719497539502285
7,39,0,F,Tier2,ECE,Large,2,6.565853904513809,4,0,2,270047,1182992,0,7,6.841917802087105,High,0.0,0.0,0.0,0.0,41.19574440970682
7,18,0,F,Tier2,ECE,SME,2,6.565853904513809,4,0,2,282579,1041157,0,7,6.354845604738873,Medium,0.5,0.0,0.5,0.0,59.00106639146887
7,23,0,F,Tier2,ECE,Large,2,6.565853904513809,4,0,2,542112,1206990,3,9,6.487145586537962,Low,0.0,0.0,0.75,0.0,82.71666666666667
7,22,1,F,Tier2,ECE,SME,2,6.565853904513809,4,0,2,209321,1021128,1,8,5.703867610765217,High,0.0,0.0,0.85,0.5,84.93888888888888
7,42,0,F,Tier2,ECE,Large,2,6.565853904513809,4,0,2,215668,979518,3,13,6.676615538761181,Medium,0.5,0.0,0.75,0.25,68.48414644546665
7,91,1,F,Tier2,ECE,SME,2,6.565853904513809,4,0,2,517859,726745,2,12,7.30931212481766,High,0.85,0.0,0.0,0.25,78.7559916801881
7,43,0,F,Tier2,ECE,Startup,2,6.565853904513809,4,0,2,431789,1394814,2,9,6.186706772832104,Medium,0.75,0.0,0.0,0.0,66.99298245614035
7,54,0,F,Tier2,ECE,SME,2,6.565853904513809,4,0,2,368354,1434233,3,14,5.502174039609865,Medium,0.5,0.0,0.0,0.25,59.734210526315785
7,32,0,F,Tier2,ECE,SME,2,6.565853904513809,4,0,2,273820,698980,1,11,6.8151876644877545,Low,0.5,0.0,0.25,0.5,58.191066519558404
7,100,0,F,Tier2,ECE,Large,2,6.565853904513809,4,0,2,460429,925075,4,8,6.195331341517733,Medium,0.0,0.0,0.0,0.5,64.52222222222223
7,89,0,F,Tier2,ECE,SME,2,6.565853904513809,4,0,2,485648,803474,0,8,6.725444103883514,Medium,0.0,0.0,0.0,0.5,53.42634508487413
7,83,0,F,Tier2,ECE,Startup,2,6.565853904513809,4,0,2,237403,911493,3,14,7.285201579455081,High,0.75,0.0,0.85,0.0,66.29151768230119
7,15,0,F,Tier2,ECE,SME,2,6.565853904513809,4,0,2,474462,1382328,1,10,6.087780166398634,Medium,0.0,0.0,0.0,0.0,56.05
7,35,0,F,Tier2,ECE,Startup,2,6.565853904513809,4,0,2,227476,1115717,4,11,5.562189243886112,Medium,0.25,0.0,0.85,0.0,67.29025341130604
7,94,0,F,Tier2,ECE,Large,2,6.565853904513809,4,0,2,241721,1406805,0,8,7.206290633117183,High,0.0,0.0,0.5,0.5,56.17616158231853
7,34,0,F,Tier2,ECE,Large,2,6.565853904513809,4,0,2,414273,1117926,0,9,6.616784232657348,Medium,0.0,0.0,0.25,0.25,55.7564094063801
7,20,0,F,Tier2,ECE,SME,2,6.565853904513809,4,0,2,304817,1325618,1,10,6.071840883279264,Low,0.0,0.0,0.0,0.25,56.05
7,13,0,F,Tier2,ECE,Large,2,6.565853904513809,4,0,2,489437,794202,0,10,6.050108895361001,High,0.0,0.0,0.0,0.5,60.077777777777776
7,26,0,F,Tier2,ECE,Large,2,6.565853904513809,4,0,2,353043,812584,1,14,6.093422617057369,Medium,0.0,0.0,0.0,0.0,46.05
7,21,0,F,Tier2,ECE,Large,2,6.565853904513809,4,0,2,204642,1205018,1,10,6.3543153614020875,High,0.25,0.0,0.85,0.0,64.79269005847954
8,83,0,M,Tier2,ECE,Startup,7,6.073013987520383,7,3,0,237403,911493,3,14,7.285201579455081,High,0.75,0.0,0.85,0.0,66.25261415467837
8,26,0,M,Tier2,ECE,Large,7,6.073013987520383,7,3,0,353043,812584,1,14,6.093422617057369,Medium,0.0,0.5,0.0,0.0,67.07780820631027
8,73,0,M,Tier2,ECE,Startup,7,6.073013987520383,7,3,0,252044,1227824,4,13,6.828707905318773,Low,0.5,0.25,0.5,0.0,63.7228670303315
8,66,1,M,Tier2,ECE,SME,7,6.073013987520383,7,3,0,549824,839628,4,14,5.9160990964502,High,0.85,0.0,0.75,0.25,71.30228758169935
8,80,0,M,Tier2,ECE,SME,7,6.073013987520383,7,3,0,222525,1131022,2,12,5.6382666716349785,High,0.75,0.0,0.75,0.0,69.76851851851852
8,14,0,M,Tier2,ECE,Large,7,6.073013987520383,7,3,0,477533,921721,0,5,7.169723836132791,Low,0.0,0.5,0.0,0.0,54.142572370256254
8,58,1,M,Tier2,ECE,SME,7,6.073013987520383,7,3,0,466651,841300,4,5,7.158390282031877,High,0.75,0.0,0.0,0.0,72.34221801883511
8,89,0,M,Tier2,ECE,SME,7,6.073013987520383,7,3,0,485648,803474,0,8,6.725444103883514,Medium,0.0,0.0,0.0,0.85,57.653437429284324
8,75,0,M,Tier2,ECE,Startup,7,6.073013987520383,7,3,0,289363,1279874,3,9,7.233577196300484,Medium,0.0,0.85,0.75,0.25,67.18781252435673
8,36,0,M,Tier2,ECE,SME,7,6.073013987520383,7,3,0,342063,907410,4,5,6.422802381651152,High,0.0,0.0,0.0,0.0,68.4034780024243
8,52,0,M,Tier2,ECE,Startup,7,6.073013987520383,7,3,0,321649,815192,4,11,7.466160891906001,Medium,0.25,0.75,0.0,0.75,67.83307113718749
8,62,0,M,Tier2,ECE,SME,7,6.073013987520383,7,3,0,355739,1100252,1,5,6.591718802039525,Medium,0.75,0.85,0.0,0.5,66.60165133015873
8,78,0,M,Tier2,ECE,Large,7,6.073013987520383,7,3,0,246666,859201,2,14,5.9892253401390505,High,0.0,0.85,0.25,0.0,61.7958089668616
8,96,1,M,Tier2,ECE,Startup,7,6.073013987520383,7,3,0,372922,1121435,4,9,6.113198153049751,High,0.25,0.75,0.0,0.5,71.35070124637926
8,77,0,M,Tier2,ECE,Startup,7,6.073013987520383,7,3,0,303038,753652,0,10,5.588421487871401,High,0.25,0.0,0.75,0.0,62.03703703703704
8,51,0,M,Tier2,ECE,Large,7,6.073013987520383,7,3,0,521546,731458,0,8,7.441950659720121,Low,0.75,0.0,0.0,0.85,64.7874112059379
8,11,1,M,Tier2,ECE,SME,7,6.073013987520383,7,3,0,203599,1395907,3,5,5.861192415809447,Low,0.0,0.5,0.85,0.85,73.10457516339869
8,20,0,M,Tier2,ECE,SME,7,6.073013987520383,7,3,0,304817,1325618,1,10,6.071840883279264,Low,0.0,0.25,0.0,0.25,49.26470588235294
8,12,1,M,Tier2,ECE,Startup,7,6.073013987520383,7,3,0,328513,1077982,4,14,5.576866785602727,High,0.25,0.0,0.75,0.0,75.12426900584796
8,9,1,M,Tier2,ECE,Startup,7,6.073013987520383,7,3,0,225741,1422366,0,10,7.323030656334369,High,0.5,0.0,0.25,0.75,54.495977356391805
9,17,1,M,Metro,ECE,Startup,7,8.286420567330655,8,3,1,321164,1332228,4,12,5.604984367906059,Low,0.0,0.75,0.0,0.0,86.39705882352942
9,3,0,M,Metro,ECE,Large,7,8.286420567330655,8,3,1,479889,963284,2,9,7.022777330209895,Medium,0.25,0.0,0.75,0.75,61.34803921568627
9,27,0,M,Metro,ECE,SME,7,8.286420567330655,8,3,1,456054,900767,0,12,7.183950050812543,Low,0.0,0.0,0.0,0.0,35.0
9,81,0,M,Metro,ECE,Startup,7,8.286420567330655,8,3,1,312293,1338360,2,12,5.794728804309822,High,0.5,0.5,0.25,0.5,61.67483660130719
9,55,0,M,Metro,ECE,SME,7,8.286420567330655,8,3,1,369290,1482517,2,12,7.301313101536799,High,0.5,0.5,0.0,0.0,60.8578431372549
9,9,1,M,Metro,ECE,Startup,7,8.286420567330655,8,3,1,225741,1422366,0,10,7.323030656334369,High,0.5,0.0,0.25,0.75,55.81699346405229
9,93,0,M,Metro,ECE,SME,7,8.286420567330655,8,3,1,236855,1373131,3,10,5.947876866619391,Medium,0.0,0.0,0.5,0.0,67.22222222222223
9,13,0,M,Metro,ECE,Large,7,8.286420567330655,8,3,1,489437,794202,0,10,6.050108895361001,High,0.0,0.0,0.0,0.75,51.209150326797385
9,30,0,M,Metro,ECE,Startup,7,8.286420567330655,8,3,1,317159,656690,4,14,6.287769269883234,Low,0.0,0.0,0.5,0.0,60.078976034858385
