student_id,job_id,job_title,true_match_score,skill_overlap_ratio,skill_vector_distance,student_experience,student_gpa,job_salary_lpa,gap_python,gap_sql,gap_machine_learning,gap_data_analysis,gap_deep_learning,gap_javascript,gap_react,gap_node_js,gap_java,gap_aws,gap_docker,gap_kubernetes,gap_communication,gap_teamwork,gap_problem_solving,gap_project_management,gap_excel,gap_tableau,gap_spark,gap_statistics,label
STU_0004,JOB_0012,Backend Developer,0.4828,0.3333,0.0919,0.9,3.84,20.9,0.258,0.8,0.0,0.0,0.0,0.128,0.0,0.591,0.575,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0
STU_0004,JOB_0100,Project Manager,0.5831,0.4,0.0813,0.9,3.84,34.1,0.0,0.29,0.0,0.0,0.0,0.051,0.0,0.066,0.0,0.0,0.0,0.0,0.673,0.271,0.0,0.509,0.319,0.0,0.026,0.0,0
STU_0004,JOB_0129,Data Analyst,0.3522,0.0,0.1077,0.9,3.84,22.9,0.158,0.9,0.0,0.662,0.0,0.287,0.0,0.113,0.0,0.0,0.0,0.0,0.573,0.0,0.0,0.0,0.419,0.445,0.143,0.341,0
STU_0004,JOB_0176,Data Analyst,0.3522,0.0,0.1105,0.9,3.84,13.3,0.158,0.9,0.0,0.662,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.573,0.0,0.0,0.0,0.419,0.445,0.059,0.341,0
STU_0004,JOB_0002,Data Scientist,0.3404,0.0,0.1103,0.9,3.84,31.8,0.458,0.7,0.57,0.662,0.324,0.205,0.0,0.181,0.0,0.0,0.0,0.0,0.473,0.0,0.0,0.0,0.0,0.0,0.158,0.441,0
STU_0005,JOB_0120,Data Analyst,0.8659,0.8571,0.0344,1.7,2.0,32.1,0.0,0.398,0.0,0.0,0.007,0.0,0.096,0.099,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.129,0.198,0.0,0.0,0.0,1
STU_0005,JOB_0078,Frontend Developer,0.3419,0.2,0.0929,1.7,2.0,20.7,0.0,0.0,0.139,0.0,0.111,0.593,0.828,0.496,0.0,0.091,0.0,0.0,0.028,0.0,0.49,0.115,0.0,0.0,0.0,0.0,0
STU_0005,JOB_0149,Data Scientist,0.6916,0.5714,0.0632,1.7,2.0,14.3,0.27,0.198,0.751,0.0,0.436,0.0,0.03,0.064,0.0,0.024,0.137,0.0,0.028,0.0,0.0,0.213,0.0,0.0,0.0,0.013,0
STU_0005,JOB_0150,ML Engineer,0.4704,0.2857,0.0959,1.7,2.0,8.2,0.27,0.0,0.751,0.0,0.636,0.0,0.117,0.122,0.0,0.495,0.552,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.103,0.0,0
STU_0005,JOB_0155,Data Analyst,0.8659,0.8571,0.0345,1.7,2.0,13.1,0.0,0.398,0.143,0.0,0.058,0.0,0.0,0.029,0.019,0.0,0.0,0.0,0.128,0.025,0.053,0.244,0.198,0.0,0.0,0.0,1
STU_0006,JOB_0119,Backend Developer,0.5128,0.3333,0.0889,2.0,3.18,17.2,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.564,0.596,0.319,0.502,0.0,0.0,0.245,0.0,0.123,0.0,0.0,0.0,0.0,0
STU_0006,JOB_0012,Backend Developer,0.5128,0.3333,0.093,2.0,3.18,20.9,0.0,0.114,0.0,0.0,0.0,0.0,0.063,0.564,0.596,0.319,0.502,0.0,0.0,0.031,0.0,0.069,0.0,0.057,0.0,0.0,0
STU_0006,JOB_0150,ML Engineer,0.7249,0.5714,0.0724,2.0,3.18,8.2,0.0,0.0,0.0,0.0,0.147,0.0,0.056,0.0,0.0,0.419,0.502,0.0,0.0,0.146,0.0,0.181,0.112,0.0,0.39,0.0,1
STU_0006,JOB_0153,DevOps Engineer,0.4688,0.2,0.0985,2.0,3.18,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619,0.702,0.554,0.0,0.199,0.303,0.0,0.061,0.0,0.0,0.0,0
STU_0006,JOB_0146,Frontend Developer,0.4659,0.2,0.0963,2.0,3.18,5.8,0.0,0.0,0.0,0.0,0.0,0.573,0.767,0.364,0.024,0.0,0.077,0.0,0.069,0.124,0.203,0.0,0.0,0.0,0.0,0.0,0
STU_0007,JOB_0087,Project Manager,0.4449,0.4,0.0918,1.9,2.91,5.6,0.0,0.0,0.0,0.0,0.0,0.016,0.046,0.0,0.0,0.0,0.0,0.031,0.168,0.737,0.407,0.95,0.097,0.0,0.234,0.0,0
STU_0007,JOB_0121,DevOps Engineer,0.371,0.2,0.0947,1.9,2.91,27.8,0.0,0.0,0.0,0.0,0.0,0.24,0.07,0.155,0.0,0.788,0.586,0.798,0.0,0.115,0.407,0.17,0.0,0.0,0.215,0.0,0
STU_0007,JOB_0023,Project Manager,0.4449,0.4,0.087,1.9,2.91,17.6,0.0,0.0,0.0,0.0,0.0,0.194,0.067,0.0,0.0,0.053,0.0,0.086,0.168,0.737,0.407,0.95,0.097,0.0,0.119,0.0,0
STU_0007,JOB_0012,Backend Developer,0.4923,0.1667,0.0828,1.9,2.91,20.9,0.074,0.254,0.0,0.0,0.0,0.128,0.067,0.601,0.38,0.488,0.386,0.122,0.0,0.0,0.0,0.178,0.0,0.0,0.056,0.0,0
STU_0007,JOB_0196,ML Engineer,0.4596,0.1429,0.0856,1.9,2.91,7.0,0.274,0.0,0.418,0.0,0.513,0.177,0.031,0.107,0.0,0.588,0.386,0.003,0.0,0.0,0.0,0.103,0.0,0.0,0.563,0.122,0
STU_0008,JOB_0068,Data Analyst,0.3306,0.0,0.0957,1.7,2.94,20.2,0.6,0.853,0.0,0.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.0,0.0,0.077,0.294,0.7,0.0,0.318,0
STU_0008,JOB_0070,Full Stack Developer,0.5074,0.3333,0.071,1.7,2.94,10.9,0.6,0.653,0.0,0.0,0.0,0.05,0.03,0.471,0.0,0.0,0.265,0.0,0.0,0.008,0.0,0.0,0.0,0.224,0.08,0.0,0
STU_0008,JOB_0194,Backend Developer,0.2872,0.0,0.0872,1.7,2.94,5.6,0.7,0.753,0.0,0.0,0.0,0.0,0.0,0.371,0.606,0.27,0.365,0.0,0.0,0.062,0.0,0.075,0.0,0.154,0.0,0.0,0
STU_0008,JOB_0162,Data Analyst,0.3306,0.0,0.0878,1.7,2.94,11.8,0.6,0.853,0.0,0.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.074,0.0,0.0,0.294,0.7,0.106,0.318,0
STU_0008,JOB_0066,ML Engineer,0.3434,0.0,0.088,1.7,2.94,23.4,0.9,0.0,0.52,0.032,0.572,0.0,0.0,0.0,0.0,0.37,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.435,0.318,0
STU_0009,JOB_0085,Frontend Developer,0.5316,0.4,0.0754,4.9,2.76,27.8,0.0,0.0,0.15,0.0,0.0,0.024,0.331,0.0,0.01,0.0,0.0,0.084,0.678,0.0,0.7,0.238,0.236,0.0,0.0,0.0,0
STU_0009,JOB_0061,ML Engineer,0.4338,0.1429,0.0933,4.9,2.76,19.0,0.379,0.0,0.9,0.0,0.5,0.0,0.0,0.0,0.167,0.55,0.0,0.076,0.267,0.03,0.056,0.158,0.219,0.0,0.259,0.413,0
STU_0009,JOB_0055,Full Stack Developer,0.9421,0.6667,0.0308,4.9,2.76,24.6,0.079,0.033,0.263,0.004,0.0,0.0,0.131,0.0,0.022,0.07,0.0,0.0,0.227,0.0,0.008,0.0,0.136,0.013,0.0,0.0,1
STU_0009,JOB_0110,Data Analyst,0.3635,0.1429,0.1019,4.9,2.76,21.7,0.079,0.233,0.226,0.611,0.0,0.0,0.0,0.0,0.034,0.13,0.0,0.078,0.778,0.0,0.146,0.012,0.756,0.567,0.0,0.413,0
STU_0009,JOB_0157,Project Manager,0.0736,0.0,0.1197,4.9,2.76,12.4,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878,0.673,0.8,0.93,0.656,0.035,0.0,0.0,0
STU_0010,JOB_0060,Data Analyst,0.4531,0.2857,0.0967,6.7,3.23,16.7,0.0,0.059,0.121,0.742,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.277,0.765,0.0,0.0,0.018,0.508,0.312,0.0,0.567,0
STU_0010,JOB_0006,ML Engineer,0.5226,0.4286,0.0866,6.7,3.23,11.1,0.281,0.0,0.794,0.099,0.534,0.068,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.073,0.027,0.0,0.0,0.0,0.354,0.567,0
STU_0010,JOB_0021,Data Scientist,0.3667,0.2857,0.102,6.7,3.23,9.7,0.281,0.0,0.794,0.742,0.334,0.035,0.0,0.0,0.0,0.0,0.0,0.052,0.665,0.0,0.222,0.0,0.0,0.0,0.0,0.667,0
STU_0010,JOB_0199,Full Stack Developer,0.7338,0.6667,0.0644,6.7,3.23,14.4,0.0,0.0,0.0,0.005,0.0,0.652,0.466,0.0,0.0,0.0,0.0,0.13,0.05,0.0,0.082,0.0,0.0,0.0,0.0,0.0,1
STU_0010,JOB_0053,Project Manager,0.1553,0.0,0.121,6.7,3.23,14.6,0.0,0.0,0.041,0.11,0.0,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.865,0.825,0.728,0.764,0.408,0.0,0.0,0.125,0
STU_0011,JOB_0175,Full Stack Developer,0.25,0.0,0.1042,3.2,2.67,23.7,0.396,0.473,0.0,0.0,0.0,0.744,0.577,0.614,0.155,0.0,0.346,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
STU_0011,JOB_0034,Data Scientist,0.4864,0.1429,0.0965,3.2,2.67,7.0,0.696,0.473,0.384,0.514,0.282,0.059,0.0,0.023,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476,0
STU_0011,JOB_0174,Backend Developer,0.286,0.0,0.1056,3.2,2.67,23.9,0.496,0.573,0.0,0.0,0.0,0.0,0.006,0.514,0.716,0.325,0.446,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
STU_0011,JOB_0187,Data Analyst,0.5609,0.2857,0.0803,3.2,2.67,10.6,0.396,0.673,0.0,0.514,0.0,0.216,0.0,0.012,0.084,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.058,0.354,0.082,0.376,0
STU_0011,JOB_0023,Project Manager,0.9372,0.8,0.033,3.2,2.67,17.6,0.0,0.0,0.0,0.0,0.0,0.138,0.073,0.0,0.152,0.0,0.0,0.151,0.0,0.0,0.259,0.008,0.0,0.0,0.007,0.0,1
STU_0012,JOB_0024,ML Engineer,0.4451,0.0,0.1052,4.1,3.96,30.1,0.512,0.0,0.521,0.0,0.376,0.0,0.0,0.0,0.0,0.42,0.558,0.148,0.0,0.112,0.0,0.123,0.0,0.0,0.44,0.114,0
STU_0012,JOB_0183,Frontend Developer,0.4673,0.2,0.0968,4.1,3.96,10.5,0.0,0.0,0.0,0.0,0.0,0.542,0.597,0.437,0.0,0.0,0.0,0.036,0.0,0.216,0.395,0.001,0.0,0.0,0.079,0.0,0
STU_0012,JOB_0173,Frontend Developer,0.4673,0.2,0.1005,4.1,3.96,32.8,0.0,0.0,0.0,0.0,0.0,0.542,0.597,0.437,0.0,0.0,0.053,0.134,0.0,0.082,0.395,0.005,0.0,0.0,0.0,0.0,0
STU_0012,JOB_0022,ML Engineer,0.4451,0.0,0.1013,4.1,3.96,14.0,0.512,0.0,0.521,0.0,0.376,0.0,0.0,0.079,0.0,0.42,0.558,0.0,0.0,0.183,0.0,0.067,0.0,0.0,0.44,0.114,0
STU_0012,JOB_0064,ML Engineer,0.4451,0.0,0.1056,4.1,3.96,14.1,0.512,0.0,0.521,0.0,0.376,0.0,0.0,0.0,0.0,0.42,0.558,0.019,0.0,0.019,0.0,0.036,0.0,0.0,0.44,0.114,0
STU_0013,JOB_0180,Backend Developer,0.6023,0.3333,0.0876,3.3,2.76,7.8,0.0,0.0,0.0,0.0,0.0,0.189,0.0,0.7,0.432,0.09,0.488,0.288,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0
STU_0013,JOB_0156,Full Stack Developer,0.4229,0.3333,0.1035,3.3,2.76,9.0,0.0,0.0,0.0,0.0,0.0,0.724,0.512,0.8,0.0,0.0,0.388,0.121,0.0,0.095,0.0,0.0,0.0,0.0,0.066,0.0,0
STU_0013,JOB_0024,ML Engineer,0.5468,0.2857,0.1011,3.3,2.76,30.1,0.092,0.0,0.704,0.0,0.431,0.008,0.0,0.052,0.0,0.19,0.488,0.248,0.0,0.048,0.0,0.0,0.0,0.0,0.497,0.0,0
STU_0013,JOB_0160,Frontend Developer,0.2876,0.2,0.1112,3.3,2.76,30.6,0.0,0.0,0.0,0.0,0.0,0.824,0.712,0.5,0.0,0.0,0.076,0.212,0.0,0.227,0.6,0.0,0.0,0.0,0.06,0.0,0
STU_0013,JOB_0097,Full Stack Developer,0.4229,0.3333,0.1095,3.3,2.76,23.4,0.0,0.0,0.0,0.0,0.0,0.724,0.512,0.8,0.0,0.0,0.388,0.116,0.0,0.034,0.0,0.0,0.0,0.0,0.194,0.0,0
STU_0014,JOB_0115,Data Scientist,0.3387,0.1429,0.1045,6.7,3.53,24.3,0.75,0.449,0.727,0.9,0.252,0.251,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.559,0
STU_0014,JOB_0190,DevOps Engineer,0.351,0.0,0.0955,6.7,3.53,11.2,0.45,0.0,0.085,0.119,0.0,0.075,0.0,0.014,0.0,0.616,0.531,0.807,0.0,0.0,0.257,0.0,0.0,0.033,0.0,0.029,0
STU_0014,JOB_0199,Full Stack Developer,0.2405,0.0,0.1097,6.7,3.53,14.4,0.45,0.449,0.0,0.163,0.0,0.8,0.567,0.693,0.0,0.0,0.231,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
STU_0014,JOB_0152,Full Stack Developer,0.2405,0.0,0.1047,6.7,3.53,29.0,0.45,0.449,0.0,0.255,0.0,0.8,0.567,0.693,0.0,0.0,0.231,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
STU_0014,JOB_0006,ML Engineer,0.344,0.0,0.1109,6.7,3.53,11.1,0.75,0.0,0.727,0.257,0.452,0.216,0.0,0.081,0.0,0.416,0.331,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.342,0.459,0
STU_0015,JOB_0050,Backend Developer,0.903,0.6667,0.0272,1.4,2.69,15.0,0.234,0.01,0.162,0.155,0.029,0.0,0.08,0.0,0.0,0.134,0.039,0.038,0.0,0.0,0.0,0.123,0.066,0.0,0.18,0.0,1
STU_0015,JOB_0192,Full Stack Developer,0.7326,0.5,0.0597,1.4,2.69,23.4,0.134,0.0,0.0,0.0,0.0,0.438,0.551,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.058,0.205,0.055,0.0,0.022,0.0,1
STU_0015,JOB_0013,Project Manager,0.14,0.0,0.111,1.4,2.69,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804,0.636,0.565,0.95,0.7,0.0,0.093,0.0,0
STU_0015,JOB_0173,Frontend Developer,0.3627,0.2,0.0869,1.4,2.69,32.8,0.0,0.0,0.0,0.111,0.0,0.538,0.751,0.0,0.0,0.0,0.0,0.079,0.604,0.0,0.465,0.062,0.094,0.0,0.0,0.0,0
STU_0015,JOB_0128,Full Stack Developer,0.7326,0.5,0.063,1.4,2.69,22.4,0.134,0.0,0.089,0.133,0.035,0.438,0.551,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.262,0.208,0.0,0.0,0.0,1
STU_0016,JOB_0155,Data Analyst,0.4274,0.1429,0.0963,0.5,3.18,13.1,0.112,0.0,0.039,0.763,0.162,0.155,0.001,0.0,0.0,0.0,0.0,0.207,0.664,0.272,0.081,0.07,0.476,0.7,0.0,0.377,0
STU_0016,JOB_0001,Data Scientist,0.3813,0.1429,0.0935,0.5,3.18,18.2,0.412,0.0,0.647,0.763,0.54,0.113,0.017,0.0,0.0,0.0,0.0,0.204,0.564,0.068,0.0,0.0,0.0,0.189,0.0,0.477,0
STU_0016,JOB_0175,Full Stack Developer,0.6505,0.5,0.0703,0.5,3.18,23.7,0.112,0.0,0.0,0.004,0.027,0.677,0.679,0.0,0.0,0.0,0.0,0.15,0.06,0.182,0.106,0.0,0.0,0.212,0.0,0.0,0
STU_0016,JOB_0060,Data Analyst,0.4274,0.1429,0.0928,0.5,3.18,16.7,0.112,0.0,0.0,0.763,0.188,0.155,0.158,0.0,0.0,0.0,0.0,0.234,0.664,0.001,0.0,0.03,0.476,0.7,0.0,0.377,0
STU_0016,JOB_0113,ML Engineer,0.5355,0.2857,0.0873,0.5,3.18,27.0,0.412,0.0,0.647,0.0,0.74,0.136,0.196,0.0,0.0,0.0,0.06,0.015,0.0,0.283,0.0,0.0,0.0,0.101,0.226,0.377,0
STU_0017,JOB_0001,Data Scientist,0.2787,0.1429,0.1039,0.0,3.19,18.2,0.548,0.7,0.593,0.816,0.6,0.0,0.0,0.0,0.0,0.278,0.193,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.71,0
STU_0017,JOB_0147,Project Manager,0.5165,0.4,0.0827,0.0,3.19,22.7,0.0,0.224,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.209,0.042,0.0,0.064,0.857,0.1,0.597,0.437,0.0,0.0,0.0,0
STU_0017,JOB_0159,Full Stack Developer,0.514,0.3333,0.0728,0.0,3.19,32.3,0.248,0.7,0.0,0.128,0.251,0.069,0.0,0.424,0.0,0.224,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.137,0
STU_0017,JOB_0177,ML Engineer,0.21,0.0,0.1049,0.0,3.19,8.6,0.548,0.124,0.593,0.202,0.8,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.212,0.0,0.0,0.0,0.0,0.236,0.61,0
STU_0017,JOB_0198,Data Scientist,0.2787,0.1429,0.107,0.0,3.19,7.1,0.548,0.7,0.593,0.816,0.6,0.0,0.0,0.0,0.0,0.285,0.23,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0,0.71,0
STU_0018,JOB_0135,Data Scientist,0.3029,0.1429,0.1138,4.3,3.23,31.3,0.741,0.558,0.689,0.695,0.557,0.0,0.0,0.0,0.0,0.02,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594,0
STU_0018,JOB_0092,Full Stack Developer,0.2005,0.0,0.115,4.3,3.23,24.5,0.441,0.558,0.0,0.0,0.003,0.48,0.646,0.633,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
STU_0018,JOB_0082,Full Stack Developer,0.2005,0.0,0.1109,4.3,3.23,9.6,0.441,0.558,0.0,0.001,0.214,0.48,0.646,0.633,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.002,0
STU_0018,JOB_0109,Full Stack Developer,0.2005,0.0,0.1135,4.3,3.23,23.1,0.441,0.558,0.043,0.0,0.002,0.48,0.646,0.633,0.14,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.0,0
STU_0018,JOB_0171,DevOps Engineer,0.3598,0.2,0.104,4.3,3.23,10.7,0.441,0.011,0.0,0.01,0.032,0.0,0.039,0.0,0.0,0.646,0.9,0.566,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0
STU_0019,JOB_0041,Backend Developer,0.5874,0.3333,0.0826,4.5,2.79,23.1,0.0,0.203,0.007,0.009,0.0,0.0,0.0,0.0,0.746,0.51,0.315,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0
STU_0019,JOB_0141,ML Engineer,0.4485,0.1429,0.0913,4.5,2.79,8.4,0.173,0.0,0.848,0.0,0.585,0.0,0.0,0.0,0.208,0.61,0.315,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.239,0.153,0
STU_0019,JOB_0034,Data Scientist,0.4524,0.1429,0.0993,4.5,2.79,7.0,0.173,0.103,0.848,0.796,0.385,0.0,0.0,0.0,0.008,0.001,0.0,0.0,0.454,0.0,0.259,0.0,0.0,0.0,0.0,0.253,0
STU_0019,JOB_0092,Full Stack Developer,0.9164,0.6667,0.0447,4.5,2.79,24.5,0.0,0.103,0.095,0.0,0.0,0.033,0.0,0.0,0.0,0.042,0.215,0.0,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,1
STU_0019,JOB_0014,Frontend Developer,0.627,0.6,0.0726,4.5,2.79,16.2,0.0,0.0,0.198,0.0,0.062,0.133,0.093,0.0,0.24,0.151,0.0,0.0,0.454,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0
STU_0020,JOB_0151,ML Engineer,0.9498,0.8571,0.0345,2.1,2.63,14.6,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.028,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,1
STU_0020,JOB_0029,Project Manager,0.3708,0.0,0.1049,2.1,2.63,15.4,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.077,0.0,0.0,0.076,0.698,0.581,0.353,0.662,0.38,0.0,0.0,0.0,0
STU_0020,JOB_0014,Frontend Developer,0.3254,0.0,0.0996,2.1,2.63,16.2,0.0,0.0,0.0,0.0,0.0,0.822,0.566,0.357,0.133,0.0,0.0,0.028,0.498,0.0,0.253,0.0,0.0,0.0,0.0,0.0,0
STU_0020,JOB_0179,Backend Developer,0.6319,0.5,0.0884,2.1,2.63,21.3,0.0,0.359,0.0,0.08,0.0,0.199,0.0,0.557,0.639,0.0,0.028,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
STU_0020,JOB_0110,Data Analyst,0.4839,0.2857,0.0934,2.1,2.63,21.7,0.0,0.459,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.598,0.0,0.0,0.0,0.48,0.53,0.0,0.0,0
STU_0021,JOB_0145,Data Analyst,0.4281,0.2857,0.0916,0.4,3.63,23.1,0.0,0.112,0.09,0.478,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.077,0.681,0.0,0.0,0.0,0.687,0.43,0.0,0.7,0
STU_0021,JOB_0010,Data Scientist,0.4158,0.2857,0.0915,0.4,3.63,14.3,0.249,0.0,0.777,0.478,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.581,0.089,0.0,0.0,0.0,0.0,0.105,0.8,0
STU_0021,JOB_0018,Frontend Developer,0.4127,0.2,0.0822,0.4,3.63,9.4,0.0,0.0,0.0,0.0,0.0,0.494,0.66,0.0,0.0,0.0,0.0,0.285,0.581,0.103,0.438,0.0,0.063,0.0,0.0,0.136,0
STU_0021,JOB_0021,Data Scientist,0.4158,0.2857,0.0893,0.4,3.63,9.7,0.249,0.0,0.777,0.478,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.581,0.0,0.032,0.0,0.122,0.0,0.0,0.8,0
STU_0021,JOB_0046,DevOps Engineer,0.5283,0.6,0.0857,0.4,3.63,27.5,0.0,0.0,0.154,0.0,0.0,0.0,0.058,0.0,0.0,0.298,0.198,0.9,0.071,0.0,0.538,0.0,0.105,0.0,0.025,0.18,0
